cnpj_base,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,pais,data_inicio_atividade,cnae_principal,cnaes_secundarios,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,email1,email2,email3
11866030,8084,04,2,COMERCIAL EXPRESS,08,20240216,MUDANCA ENDERECO,,,19941026,1925074,"3848771,3774043,7065652",ALAMEDA,TIRADENTES,9296,FUNDOS,CENTRO,40960-918,BA,2927408,71,71432303,71,27063127,,,contato@comercialexpsalvad.com.br,,
10726492,6265,86,2,GAMA CENTRAL,08,20250819,MUDANCA ENDERECO,,,20210720,6087449,7637762,AVENIDA,RIO BRANCO,7352,SALA 101,SANTO ANTÔNIO,49670-059,SE,2800308,79,46167329,,,,,contato@gamacentralaracaj.com.br,,
66337129,4024,51,1,COMERCIAL EXPRESS,08,20081221,,,,20140610,9648634,"2709661,3437829,4388588",ESTRADA,PAULISTA,4617,ANDAR 3,CENTRO,59349-147,RN,2408102,84,98801835,84,40989197,,,contato@comercialexpnatal.com.br,,contato@comercialexpnatal.com.br
17502086,2858,88,2,MERCADINHO ME,02,20160904,,,,20150126,3189321,"8694980,8060059",AVENIDA,BRASIL,9805,SALA 101,INDUSTRIAL,90949-558,RS,4314902,51,50725516,,,51,54178920,contato@mercadinhomeportoa.com.br,,
63371354,4409,59,1,BRASIL EXPRESS,02,20110125,MUDANCA ENDERECO,,,19950109,2681037,7469968,AVENIDA,DOS ANDRADAS,9717,,BOA VISTA,57621-266,AL,2704302,82,81945095,,,,,contato@brasilexpresmaceió.com.br,,
08934894,0484,75,2,SERVTEC POPULAR,02,20250925,REGULARIZACAO,,,20250916,5835115,4044568,ESTRADA,DOS ANDRADAS,1389,SALA 101,SÃO JOSÉ,76662-131,RO,1100205,69,74801616,,,69,91463776,contato@servtecpopulportov.com.br,contato@servtecpopulportov.com.br,
60028187,6495,13,1,BRASIL ME,02,20230924,REGULARIZACAO,,,20211210,5748133,"7860902,4032536",RODOVIA,FLORES,1460,LOJA 2,SANTO ANTÔNIO,87284-648,PR,4115200,44,50769697,,,,,contato@brasilmemaring.com.br,,
09604674,7463,09,2,COMERCIAL EXPRESS,08,20111121,REGULARIZACAO,,,20020222,4384986,2771943,AVENIDA,BRASIL,3287,,CENTRO,76594-306,RO,1100205,69,52782975,,,69,34351077,contato@comercialexpportov.com.br,,
06635409,2967,11,1,DISTRIBUIDORA DO BAIRRO,08,20020412,MUDANCA ENDERECO,,,20110228,1301115,"9022996,8785460,6811048",RUA,TIRADENTES,8334,,SÃO JOSÉ,24259-209,RJ,3303302,21,87719991,,,,,contato@distribuidorniteró.com.br,,
15457099,1315,61,2,BETA EXPRESS,08,20201227,,,,20210407,3872293,"6147915,6784609",RODOVIA,SETEMBRO,3420,,VILA NOVA,13767-861,SP,3509502,19,66208484,,,,,contato@betaexpresscampin.com.br,,
39440275,5187,40,1,BRASIL EXPRESS,02,20040508,REORGANIZACAO SOCIETARIA,,,20121001,1348735,"2451956,1298893",TRAVESSA,PAULISTA,4675,LOJA 2,CENTRO,78263-503,MT,5103403,65,49085636,65,72586207,,,contato@brasilexprescuiabá.com.br,contato@brasilexprescuiabá.com.br,
08898341,5966,43,2,GLOBAL DO BAIRRO,08,20190203,,,,20030507,8856004,"8143289,3512476,6394478,1806243",ALAMEDA,TIRADENTES,1076,FUNDOS,BOA VISTA,60004-204,CE,2304400,85,49589125,85,84085244,,,contato@globaldobairfortal.com.br,contato@globaldobairfortal.com.br,
56335476,1914,92,2,GLOBAL MAX,02,20141016,REORGANIZACAO SOCIETARIA,,,20130812,8940628,"9410795,7352690",RUA,SETEMBRO,715,GALPAO,SANTA LUZIA,86961-973,PR,4113700,43,83522779,43,86407528,,,contato@globalmaxlondri.com.br,,
87190798,9615,52,2,BRASIL LTDA,08,20121214,REORGANIZACAO SOCIETARIA,,,19950912,4346612,"9404616,5010276,1720104",ESTRADA,PAULISTA,3653,ANDAR 3,INDUSTRIAL,90446-694,RS,4314902,51,68333635,,,,,contato@brasilltdaportoa.com.br,,
26715357,9234,38,1,BRASIL CENTRAL,08,20030320,REORGANIZACAO SOCIETARIA,,,20010614,1490482,"1111102,8243961,1611480,9500568",ALAMEDA,SETEMBRO,6129,SALA 101,INDUSTRIAL,79224-175,MS,5002704,67,81332825,67,60931388,,,contato@brasilcentracampog.com.br,contato@brasilcentracampog.com.br,
76116909,1240,40,2,BETA DO BAIRRO,02,20020512,REGULARIZACAO,,,20240329,5688488,"1329718,6467394",RUA,PAULISTA,5154,LOJA 2,SÃO JOSÉ,78520-522,MT,5103403,65,81902281,,,,,contato@betadobairrocuiabá.com.br,contato@betadobairrocuiabá.com.br,
74509785,6895,31,1,MERCADINHO LTDA,02,20130501,MUDANCA ENDERECO,,,19970223,4864154,"3708608,6547713",RODOVIA,SETEMBRO,1131,ANDAR 3,SANTO ANTÔNIO,44192-796,BA,2910800,75,69936746,,,,,contato@mercadinholtfeirad.com.br,,
32109731,0824,42,2,LOJA EIRELI,08,20220305,REORGANIZACAO SOCIETARIA,,,20100721,8671801,"7796010,7502466,4744699",AVENIDA,RIO BRANCO,7595,,VILA NOVA,77813-652,TO,1721000,63,89528691,,,,,contato@lojaeirelipalmas.com.br,,contato@lojaeireli3palmas.com.br
51651265,5991,65,2,GAMA EIRELI,02,20251105,REORGANIZACAO SOCIETARIA,,,19921208,9037340,5498186,RODOVIA,SETEMBRO,4739,GALPAO,SANTO ANTÔNIO,20777-465,RJ,3304557,21,72117272,,,,,contato@gamaeireliriodej.com.br,,
38057790,7220,18,1,DISTRIBUIDORA CENTRAL,02,20000205,,,,20001228,9630783,"8581131,9439681",TRAVESSA,SETEMBRO,7520,ANDAR 3,BOA VISTA,89076-222,SC,4209102,47,95054359,47,58545716,,,contato@distribuidorjoinvi.com.br,,
43566995,8899,09,2,LOJA DO BAIRRO,08,20160602,,,,20240110,8760176,4258528,AVENIDA,SETEMBRO,265,SALA 101,SÃO JOSÉ,69538-773,AM,1302603,92,81123467,92,49315594,,,contato@lojadobairromanaus.com.br,,
06912718,8994,72,1,MERCADINHO ME,02,20170731,MUDANCA ENDERECO,,,20110916,5041873,1463768,TRAVESSA,PAULISTA,2331,FUNDOS,SÃO JOSÉ,44441-411,BA,2910800,75,53358746,75,92016985,,,contato@mercadinhomefeirad.com.br,,
99856501,4287,42,2,ALFA EIRELI,08,20060206,REGULARIZACAO,,,20141015,3523659,"2878214,8548966,3486230",ALAMEDA,TIRADENTES,702,SALA 101,SÃO JOSÉ,60344-738,CE,2304400,85,83079010,,,,,contato@alfaeirelifortal.com.br,,
48009258,4076,13,1,BRASIL POPULAR,02,20041103,,,,19960911,7715123,"4156237,8897391,8444079,6822743",RUA,PAULISTA,27,LOJA 2,CENTRO,44890-297,BA,2910800,75,22396606,,,,,contato@brasilpopulafeirad.com.br,,
66661061,9618,11,2,ALFA ME,08,20250707,REORGANIZACAO SOCIETARIA,,,19980516,9113059,"7675575,4855445",RUA,PAULISTA,4336,,JARDIM AMÉRICA,59679-588,RN,2408102,84,68935546,,,84,33622648,contato@alfamenatal.com.br,contato@alfame2natal.com.br,
19052227,4106,73,2,BRASIL EIRELI,02,20120706,REORGANIZACAO SOCIETARIA,,,20120124,4672709,"5659760,6421325,6496040,2727272",RUA,SETEMBRO,8488,GALPAO,BOA VISTA,24994-823,RJ,3303302,21,30271719,,,,,contato@brasileireliniteró.com.br,contato@brasileireliniteró.com.br,
66189578,9783,61,1,MERCADINHO EXPRESS,02,20071226,REORGANIZACAO SOCIETARIA,,,19980322,2154861,"7625127,6487505,4637923,3050396",RODOVIA,SETEMBRO,895,ANDAR 3,SANTA LUZIA,30459-651,MG,3106200,31,91642082,31,32814334,,,contato@mercadinhoexbeloho.com.br,contato@mercadinhoexbeloho.com.br,
01343995,0005,54,1,COMERCIAL CENTRAL,08,20030805,MUDANCA ENDERECO,,,19930224,5948817,1905223,RODOVIA,SETEMBRO,4135,ANDAR 3,INDUSTRIAL,29976-119,ES,3205200,27,79584381,27,92428229,,,contato@comercialcenvilave.com.br,,
61936349,5691,17,2,SERVTEC EIRELI,02,20170816,REORGANIZACAO SOCIETARIA,,,20011120,4249901,8541617,RUA,PAULISTA,7392,,SÃO JOSÉ,38677-284,MG,3170206,34,76706516,34,88572158,,,contato@servteceireluberlâ.com.br,,
78416098,5986,27,2,ALFA LTDA,08,20111124,MUDANCA ENDERECO,,,20051030,4189584,8028309,RODOVIA,TIRADENTES,8165,FUNDOS,BOA VISTA,40689-745,BA,2927408,71,58304467,,,,,contato@alfaltdasalvad.com.br,,
91135257,1028,90,1,GLOBAL EXPRESS,08,20180520,REGULARIZACAO,,,20020622,8292761,"9942824,1316544",RUA,BRASIL,8542,,SANTO ANTÔNIO,25457-523,RJ,3301702,21,40103940,21,51811232,21,31003366,contato@globalexpresduqued.com.br,,
60916952,7562,02,1,BRASIL LTDA,02,20130822,MUDANCA ENDERECO,,,19920404,7582352,"3713252,2596014,8326133,6709400",RUA,FLORES,3576,GALPAO,BOA VISTA,50673-753,PE,2611606,81,96985942,,,,,contato@brasilltdarecife.com.br,,
48755182,7470,80,2,LOJA POPULAR,08,20121115,,,,20020905,7662262,"1516953,3592608",AVENIDA,GETULIO VARGAS,9137,FUNDOS,VILA NOVA,95057-458,RS,4305108,54,53266008,54,51841173,54,58149110,contato@lojapopularcaxias.com.br,,
74180259,0701,77,2,COMERCIAL LTDA,08,20180117,,,,20140414,9349245,"4095478,8331378,9852683,9020536",RODOVIA,BRASIL,3463,,SÃO JOSÉ,07718-805,SP,3518800,11,99004406,11,90015383,,,contato@comercialltdguarul.com.br,contato@comercialltdguarul.com.br,
47376215,6815,37,1,BETA CENTRAL,02,20090203,MUDANCA ENDERECO,,,20160701,2638364,7947208,TRAVESSA,FLORES,5937,SALA 101,BOA VISTA,30610-162,MG,3106200,31,93981670,,,,,contato@betacentralbeloho.com.br,contato@betacentral2beloho.com.br,
62310434,3007,66,1,DISTRIBUIDORA MAX,08,20001112,MUDANCA ENDERECO,,,20040103,2052399,"4361447,1755191",TRAVESSA,FLORES,7177,,SANTA LUZIA,25530-128,RJ,3301702,21,62645952,21,68249505,21,55595088,contato@distribuidorduqued.com.br,,
06218375,9826,87,1,SERVTEC ME,08,20150905,MUDANCA ENDERECO,,,20251119,5322519,6932070,ESTRADA,TIRADENTES,2388,ANDAR 3,VILA NOVA,66670-070,PA,1501402,91,99001381,91,55687002,,,contato@servtecmebelém.com.br,,
04627040,2878,29,2,MERCADINHO EIRELI,02,20171205,REORGANIZACAO SOCIETARIA,,,20171114,9630695,6150721,RUA,GETULIO VARGAS,5113,,BOA VISTA,01812-297,SP,3550308,11,42241315,,,,,contato@mercadinhoeisãopau.com.br,contato@mercadinhoeisãopau.com.br,
60852473,7310,72,2,BETA DO BAIRRO,08,20140712,,,,20061206,4267284,"9061093,1436727",TRAVESSA,BRASIL,1761,GALPAO,CENTRO,60286-492,CE,2304400,85,98834736,,,,,contato@betadobairrofortal.com.br,contato@betadobairrofortal.com.br,
25006770,8194,09,2,ALFA LTDA,02,20191207,MUDANCA ENDERECO,,,20120206,5631812,"6033928,9032628,4135130,8195483",TRAVESSA,BRASIL,1857,ANDAR 3,SANTO ANTÔNIO,58181-872,PB,2507507,83,72545787,,,,,contato@alfaltdajoãope.com.br,contato@alfaltda2joãope.com.br,
17599656,1818,68,2,SERVTEC EXPRESS,02,20051006,REORGANIZACAO SOCIETARIA,,,19941215,3676417,"3251245,1942414",ALAMEDA,SETEMBRO,3556,SALA 101,INDUSTRIAL,50099-402,PE,2611606,81,80265862,81,76099669,,,contato@servtecexprerecife.com.br,,
74879419,4934,35,1,BRASIL ME,02,20090627,REGULARIZACAO,,,19901224,4345441,8606319,ALAMEDA,BRASIL,8335,SALA 101,SÃO JOSÉ,77781-480,TO,1721000,63,62416490,,,63,59936875,contato@brasilmepalmas.com.br,,
42346825,7299,55,1,MERCADINHO CENTRAL,02,20061027,REORGANIZACAO SOCIETARIA,,,20000914,4306978,6756336,ALAMEDA,PAULISTA,9135,ANDAR 3,JARDIM AMÉRICA,87050-795,PR,4115200,44,44152885,,,,,contato@mercadinhocemaring.com.br,,
51110219,3318,09,1,GAMA EIRELI,08,20230313,REORGANIZACAO SOCIETARIA,,,20220324,7317939,2144515,RODOVIA,SETEMBRO,2109,GALPAO,BOA VISTA,29334-329,ES,3205309,27,59813242,,,,,contato@gamaeirelivitóri.com.br,,
25129471,8645,58,2,MERCADINHO LTDA,08,20170806,MUDANCA ENDERECO,,,20250504,4895969,"2107287,7127989,4551467,5747037",RUA,TIRADENTES,3269,SALA 101,INDUSTRIAL,87873-044,PR,4115200,44,92724689,44,22778492,,,contato@mercadinholtmaring.com.br,,
07323263,3448,32,1,DISTRIBUIDORA LTDA,02,20161108,REORGANIZACAO SOCIETARIA,,,20061127,5493573,"2268433,5193445,4394769,3459136",TRAVESSA,DOS ANDRADAS,1516,LOJA 2,SÃO JOSÉ,29388-800,ES,3205309,27,92801032,27,35063329,,,contato@distribuidorvitóri.com.br,,
60153688,0596,14,2,ALFA CENTRAL,02,20160703,REGULARIZACAO,,,20020612,7201357,"5248263,7324389,6667979",ALAMEDA,SETEMBRO,5359,LOJA 2,CENTRO,68815-013,AP,1600303,96,58594951,96,40265910,,,contato@alfacentralmacapá.com.br,,
04688715,5152,62,2,DISTRIBUIDORA EIRELI,02,20170804,MUDANCA ENDERECO,,,20220619,4569452,9815611,ESTRADA,GETULIO VARGAS,2368,SALA 101,VILA NOVA,25113-218,RJ,3301702,21,69973295,,,,,contato@distribuidorduqued.com.br,,
49580951,1250,47,1,GLOBAL EXPRESS,02,20121004,REGULARIZACAO,,,20171025,4741419,"9266692,9704721",TRAVESSA,BRASIL,9163,,VILA NOVA,07098-380,SP,3518800,11,80054872,,,,,contato@globalexpresguarul.com.br,,
09136597,5221,11,2,DISTRIBUIDORA POPULAR,08,20030715,,,,19930123,4947059,"7218831,6288404,8556303,7230515",ALAMEDA,TIRADENTES,1668,FUNDOS,JARDIM AMÉRICA,77894-769,TO,1721000,63,29949096,63,62627470,,,contato@distribuidorpalmas.com.br,,
96953538,8508,14,1,MERCADINHO EXPRESS,08,20191214,REORGANIZACAO SOCIETARIA,,,20231229,5758563,"3508908,8235440,8648235,9689517",RODOVIA,RIO BRANCO,6640,GALPAO,SÃO JOSÉ,01695-680,SP,3550308,11,44886970,,,,,contato@mercadinhoexsãopau.com.br,,contato@mercadinhoexsãopau.com.br
41328835,1904,00,1,BRASIL EXPRESS,08,20190528,MUDANCA ENDERECO,,,20070819,7269075,"8410298,9863404",ALAMEDA,BRASIL,6536,GALPAO,CENTRO,76118-095,RO,1100205,69,34241109,,,,,contato@brasilexpresportov.com.br,,
65982320,0402,21,1,DISTRIBUIDORA ME,02,20080731,REORGANIZACAO SOCIETARIA,,,19990115,9428962,8087841,RUA,TIRADENTES,227,FUNDOS,BOA VISTA,38653-576,MG,3170206,34,72623615,,,,,contato@distribuidoruberlâ.com.br,,
26411920,7466,37,2,GLOBAL LTDA,02,20160222,REORGANIZACAO SOCIETARIA,,,20000909,8751565,"1200082,4634847,5937665",AVENIDA,GETULIO VARGAS,3431,FUNDOS,BOA VISTA,88176-289,SC,4205407,48,84475776,48,47836739,,,contato@globalltdafloria.com.br,,
44076607,7313,18,2,SERVTEC ME,08,20161007,REGULARIZACAO,,,20171130,1854031,"9941782,5119892,4336269",ESTRADA,FLORES,7995,LOJA 2,VILA NOVA,80403-274,PR,4106902,41,86748053,,,,,contato@servtecmecuriti.com.br,,
90810718,1804,31,2,DISTRIBUIDORA CENTRAL,02,20070110,MUDANCA ENDERECO,,,19990717,5023929,8111067,TRAVESSA,GETULIO VARGAS,144,SALA 101,SANTO ANTÔNIO,65717-342,MA,2111300,98,87471049,98,81917363,,,contato@distribuidorsãoluí.com.br,,
93863635,4237,77,2,SERVTEC MAX,08,20020617,REORGANIZACAO SOCIETARIA,,,20101215,4016650,8339280,ALAMEDA,DOS ANDRADAS,4190,,JARDIM AMÉRICA,89496-533,SC,4209102,47,96353385,,,,,contato@servtecmaxjoinvi.com.br,,
20305687,1280,74,1,MERCADINHO CENTRAL,02,20190416,REGULARIZACAO,,,19941022,9233325,"8364028,1004815",TRAVESSA,GETULIO VARGAS,3511,,INDUSTRIAL,07316-844,SP,3518800,11,72051590,,,,,contato@mercadinhoceguarul.com.br,,
50516640,3636,87,1,BRASIL POPULAR,02,20180813,MUDANCA ENDERECO,,,20050825,5604067,4143939,AVENIDA,PAULISTA,4816,ANDAR 3,SANTO ANTÔNIO,95675-859,RS,4305108,54,68268773,,,,,contato@brasilpopulacaxias.com.br,contato@brasilpopulacaxias.com.br,
50217516,9310,82,1,GAMA EIRELI,08,20200816,,,,19940226,8561720,4209980,TRAVESSA,RIO BRANCO,5773,FUNDOS,SANTO ANTÔNIO,79575-393,MS,5002704,67,37748304,,,,,contato@gamaeirelicampog.com.br,,
61795610,3130,32,2,ALFA MAX,08,20000225,REORGANIZACAO SOCIETARIA,,,20221113,1007119,"7187030,8925259",ALAMEDA,BRASIL,4006,FUNDOS,INDUSTRIAL,95432-301,RS,4305108,54,88997138,,,,,contato@alfamaxcaxias.com.br,,
29226100,8325,20,2,BRASIL LTDA,02,20100811,,,,20190123,2969628,5411117,TRAVESSA,PAULISTA,1140,GALPAO,JARDIM AMÉRICA,69375-088,AM,1302603,92,58558017,92,61141684,,,contato@brasilltdamanaus.com.br,,
83058458,6351,02,2,LOJA EIRELI,02,20190329,REORGANIZACAO SOCIETARIA,,,20140505,6336192,"5812847,3327767",RUA,DOS ANDRADAS,7883,ANDAR 3,SANTA LUZIA,57456-891,AL,2704302,82,57526277,,,,,contato@lojaeirelimaceió.com.br,contato@lojaeireli2maceió.com.br,
86937726,9055,96,1,GAMA EIRELI,08,20080422,MUDANCA ENDERECO,,,20050720,6204423,"9137067,8040562",AVENIDA,BRASIL,463,LOJA 2,VILA NOVA,74120-578,GO,5208707,62,49342233,,,,,contato@gamaeireligoiâni.com.br,contato@gamaeireli2goiâni.com.br,
13082112,1366,49,2,GLOBAL EXPRESS,08,20220216,,,,19911227,9975461,"6238910,4135339,5262356,7579615",ESTRADA,GETULIO VARGAS,8922,FUNDOS,JARDIM AMÉRICA,13113-439,SP,3509502,19,83491007,19,37462512,,,contato@globalexprescampin.com.br,,
29156357,3493,62,1,BRASIL MAX,02,20250930,REGULARIZACAO,,,20110410,1410744,5298648,TRAVESSA,DOS ANDRADAS,1924,ANDAR 3,BOA VISTA,36236-644,MG,3136702,32,92904549,32,89557326,,,contato@brasilmaxjuizde.com.br,,
03852438,2689,37,2,SERVTEC MAX,02,20190217,MUDANCA ENDERECO,,,20220713,1441713,"6943371,8725782,2625476,4913694",ALAMEDA,DOS ANDRADAS,3203,FUNDOS,SANTO ANTÔNIO,79861-576,MS,5002704,67,87272811,,,,,contato@servtecmaxcampog.com.br,,
06298478,9430,53,2,BRASIL DO BAIRRO,02,20170521,REORGANIZACAO SOCIETARIA,,,20160830,2908544,6698247,ESTRADA,PAULISTA,234,,SANTO ANTÔNIO,57773-261,AL,2704302,82,90156639,82,65432650,,,contato@brasildobairmaceió.com.br,,
31726481,7434,26,2,MERCADINHO CENTRAL,02,20021120,REORGANIZACAO SOCIETARIA,,,20060322,5560540,"3300341,8869803,5893687,5897010",ALAMEDA,GETULIO VARGAS,2931,,SÃO JOSÉ,66600-621,PA,1501402,91,88951566,,,,,contato@mercadinhocebelém.com.br,,
93039950,7318,03,1,LOJA CENTRAL,08,20210518,REGULARIZACAO,,,20080608,4045804,"3210383,2180444,4774359,6618429",AVENIDA,SETEMBRO,5272,GALPAO,JARDIM AMÉRICA,38276-818,MG,3170206,34,75226511,34,75183289,,,contato@lojacentraluberlâ.com.br,,
63962938,8645,20,2,BETA EIRELI,02,20181008,REGULARIZACAO,,,20030816,5117868,3588203,AVENIDA,FLORES,7221,LOJA 2,CENTRO,79868-652,MS,5002704,67,43325389,67,25028792,,,contato@betaeirelicampog.com.br,,
30092943,4726,91,2,SERVTEC ME,02,20000624,,,,19930102,3838786,5020061,RUA,PAULISTA,2866,ANDAR 3,BOA VISTA,24840-370,RJ,3303302,21,42949635,21,55178597,21,50078432,contato@servtecmeniteró.com.br,,
59612552,4790,91,1,ALFA MAX,08,20160527,MUDANCA ENDERECO,,,19940327,7258485,"3036550,2261229,5543484",RODOVIA,GETULIO VARGAS,7438,SALA 101,INDUSTRIAL,68867-666,AP,1600303,96,97018413,,,,,contato@alfamaxmacapá.com.br,,
39107758,1086,42,2,DISTRIBUIDORA EXPRESS,02,20060114,REGULARIZACAO,,,19970107,4260272,"9280071,2613236,4595321,5459800",RODOVIA,SETEMBRO,6120,,SANTO ANTÔNIO,77893-665,TO,1721000,63,31961060,,,,,contato@distribuidorpalmas.com.br,,
49096248,1701,74,2,GAMA POPULAR,02,20210429,MUDANCA ENDERECO,,,20220703,6632610,7030334,ALAMEDA,DOS ANDRADAS,8713,LOJA 2,VILA NOVA,70679-845,DF,5300108,61,78569828,61,29298503,,,contato@gamapopularbrasíl.com.br,,
19949717,8950,90,1,GAMA EIRELI,02,20240701,REGULARIZACAO,,,20090222,1398648,3191316,RUA,PAULISTA,9583,GALPAO,VILA NOVA,20040-829,RJ,3304557,21,48344718,,,,,contato@gamaeireliriodej.com.br,,
66961743,4598,67,2,BETA LTDA,02,20210617,REORGANIZACAO SOCIETARIA,,,20251207,8954603,"5347123,9376224,7039653",ALAMEDA,BRASIL,4921,,INDUSTRIAL,90727-735,RS,4314902,51,52861817,,,,,contato@betaltdaportoa.com.br,,
10052808,7477,74,1,LOJA EXPRESS,08,20050422,,,,20190420,5969738,6719639,RUA,RIO BRANCO,2322,ANDAR 3,SANTO ANTÔNIO,30893-386,MG,3106200,31,79201511,,,,,contato@lojaexpressbeloho.com.br,,
84019595,2009,36,2,SERVTEC POPULAR,02,20180618,MUDANCA ENDERECO,,,20250806,4679838,"4630702,6175891",ALAMEDA,FLORES,282,,SANTO ANTÔNIO,60218-027,CE,2304400,85,42082025,85,31996629,,,contato@servtecpopulfortal.com.br,,contato@servtecpopulfortal.com.br
62725514,3718,30,1,BETA CENTRAL,02,20180823,MUDANCA ENDERECO,,,19990220,8345134,4368803,RODOVIA,FLORES,4605,FUNDOS,BOA VISTA,25609-499,RJ,3301702,21,63005332,21,64978554,,,contato@betacentralduqued.com.br,,
11016458,9798,25,2,ALFA EIRELI,08,20220424,REGULARIZACAO,,,20170624,4645063,"4416334,4638303,8562322",AVENIDA,TIRADENTES,4228,SALA 101,JARDIM AMÉRICA,32555-785,MG,3118601,31,48458687,31,30747599,,,contato@alfaeirelicontag.com.br,,contato@alfaeireli3contag.com.br
15432372,3411,16,1,MERCADINHO DO BAIRRO,02,20230729,REGULARIZACAO,,,20020629,9316418,"3595232,9606436,2163404,7842356",RUA,FLORES,9623,,BOA VISTA,74934-155,GO,5208707,62,28256645,,,,,contato@mercadinhodogoiâni.com.br,contato@mercadinhodogoiâni.com.br,
27309742,6767,58,1,MERCADINHO MAX,02,20210224,REORGANIZACAO SOCIETARIA,,,20030419,9947290,"1939245,6119980",RODOVIA,GETULIO VARGAS,807,,INDUSTRIAL,74422-632,GO,5208707,62,69035841,,,,,contato@mercadinhomagoiâni.com.br,,
42416803,2911,23,1,GAMA ME,08,20140830,,,,20201011,4445956,"8914531,3605330,1282848,1145958",RUA,GETULIO VARGAS,5844,FUNDOS,SANTA LUZIA,40478-030,BA,2927408,71,81994142,71,74799599,,,contato@gamamesalvad.com.br,contato@gamame2salvad.com.br,
13086421,3983,69,1,BRASIL LTDA,08,20080529,REGULARIZACAO,,,20221204,9194781,6915034,AVENIDA,DOS ANDRADAS,3567,SALA 101,CENTRO,20207-714,RJ,3304557,21,53508837,,,,,contato@brasilltdariodej.com.br,,
38243043,6130,08,2,MERCADINHO POPULAR,02,20180730,MUDANCA ENDERECO,,,20170929,1539507,"9982379,7687184,4578754",RODOVIA,FLORES,3109,SALA 101,CENTRO,69141-554,RR,1400100,95,32044345,,,,,contato@mercadinhopoboavis.com.br,,contato@mercadinhopoboavis.com.br
05206050,7905,89,2,MERCADINHO EIRELI,02,20170804,REGULARIZACAO,,,19970205,7938970,"9883128,7545275,1562212,1201588",RUA,BRASIL,3844,LOJA 2,SANTO ANTÔNIO,36097-250,MG,3136702,32,57276690,32,50359014,,,contato@mercadinhoeijuizde.com.br,contato@mercadinhoeijuizde.com.br,
77604235,2281,36,2,ALFA EIRELI,08,20200308,REORGANIZACAO SOCIETARIA,,,20050714,7796947,"7154884,1186763",AVENIDA,FLORES,1084,,VILA NOVA,60627-672,CE,2304400,85,45406823,,,,,contato@alfaeirelifortal.com.br,,
05166942,7617,68,1,GAMA CENTRAL,08,20130821,REORGANIZACAO SOCIETARIA,,,19910830,4389720,"6436688,4038407",TRAVESSA,PAULISTA,679,GALPAO,VILA NOVA,95307-440,RS,4305108,54,32564248,,,,,contato@gamacentralcaxias.com.br,,
56247265,6709,79,2,LOJA ME,08,20100811,REGULARIZACAO,,,19990811,3318183,"1909082,8021787,3145958",RODOVIA,FLORES,1199,ANDAR 3,SANTO ANTÔNIO,77405-526,TO,1721000,63,90447475,63,23649042,,,contato@lojamepalmas.com.br,contato@lojame2palmas.com.br,
00106020,9259,70,2,MERCADINHO EXPRESS,08,20250730,REORGANIZACAO SOCIETARIA,,,20190529,4398290,"5659367,3898741,3795073,4818228",ESTRADA,PAULISTA,5735,FUNDOS,SANTO ANTÔNIO,58503-983,PB,2507507,83,67609633,,,,,contato@mercadinhoexjoãope.com.br,contato@mercadinhoexjoãope.com.br,
87496453,1397,36,2,ALFA LTDA,08,20040929,,,,20240708,8603395,3079428,ESTRADA,RIO BRANCO,7569,ANDAR 3,VILA NOVA,29479-310,ES,3205309,27,41302261,,,27,31941738,contato@alfaltdavitóri.com.br,,
64169915,2000,30,2,BRASIL DO BAIRRO,08,20210326,,,,20040821,5041132,"6579122,3706136",ALAMEDA,FLORES,9512,LOJA 2,INDUSTRIAL,90570-812,RS,4314902,51,24453956,,,,,contato@brasildobairportoa.com.br,,
19635007,5308,31,2,COMERCIAL DO BAIRRO,02,20080415,REORGANIZACAO SOCIETARIA,,,20100920,7724966,"8461971,3848382",AVENIDA,FLORES,9637,LOJA 2,SANTA LUZIA,64667-092,PI,2211001,86,35143288,,,,,contato@comercialdobteresi.com.br,contato@comercialdobteresi.com.br,
28884902,4145,50,2,GAMA POPULAR,02,20191022,REGULARIZACAO,,,19991206,8566358,1184249,RUA,FLORES,1548,,INDUSTRIAL,36598-688,MG,3136702,32,62476784,,,,,contato@gamapopularjuizde.com.br,contato@gamapopular2juizde.com.br,
65300416,3146,42,1,BRASIL EIRELI,02,20030219,MUDANCA ENDERECO,,,19951102,6487110,"8889871,7033041,7019787",RUA,BRASIL,4793,ANDAR 3,BOA VISTA,76022-937,RO,1100205,69,66999403,,,,,contato@brasileireliportov.com.br,,contato@brasileireliportov.com.br
11215698,5698,93,1,DISTRIBUIDORA ME,08,20040502,,,,19960208,9419227,"6469665,8225325,5015702,7424790",RODOVIA,BRASIL,1063,,SANTA LUZIA,38545-738,MG,3170206,34,41871471,,,,,contato@distribuidoruberlâ.com.br,,
16599489,6565,67,1,LOJA POPULAR,02,20230712,,,,19961024,3431856,"2837593,4258588",RODOVIA,RIO BRANCO,8362,SALA 101,VILA NOVA,88065-483,SC,4205407,48,66153500,,,,,contato@lojapopularfloria.com.br,,
